iter	Logloss
818	0.04738735742
819	0.04730850899
820	0.04723025888
821	0.04715232406
822	0.04705030201
823	0.04695603645
824	0.04684403757
825	0.04676778752
826	0.04669080315
827	0.04661416177
828	0.04653782273
829	0.04644609979
830	0.04637060636
831	0.04627528534
832	0.04620038106
833	0.04612617237
834	0.04605198604
835	0.04597832558
836	0.04590507661
837	0.04583227249
838	0.04574181165
839	0.04566960307
840	0.04557974504
841	0.04547336783
842	0.04540183254
843	0.04530945043
844	0.04522077846
845	0.04515001919
846	0.0450460528
847	0.04495926951
848	0.04488919667
849	0.04481937458
850	0.04474811196
851	0.04466293855
852	0.04458230344
853	0.04451329484
854	0.04444475429
855	0.04437627087
856	0.04430810807
857	0.04424028385
858	0.04415365647
859	0.04407007213
860	0.04397123427
861	0.04390454404
862	0.0438184906
863	0.04375205664
864	0.04366696296
865	0.04356991084
866	0.0434884238
867	0.04342246527
868	0.04335700078
869	0.04329229754
870	0.04322779881
871	0.04316376278
872	0.04309977445
873	0.04302014346
874	0.04293727536
875	0.04287399891
876	0.04279857853
877	0.04273565662
878	0.04265696645
879	0.04257883911
880	0.04251604771
881	0.04243778236
882	0.04237543406
883	0.0423038184
884	0.04223759567
885	0.04217627109
886	0.04211541569
887	0.04203578235
888	0.04195977979
889	0.04189498174
890	0.04182501925
891	0.0417499919
892	0.04167239291
893	0.04159575761
894	0.04153557092
895	0.04145933435
896	0.04139591604
897	0.04132246975
898	0.04124980797
899	0.04119044799
900	0.04113157552
901	0.04106909131
902	0.04101073977
903	0.04093910056
904	0.04088083993
905	0.04080669325
906	0.04074958005
907	0.04067801406
908	0.04062086387
909	0.04056402656
910	0.0405079188
911	0.04043721716
912	0.04038084119
913	0.04031159335
914	0.04023938057
915	0.0401698413
916	0.04009833555
917	0.04004298823
918	0.03997502103
919	0.03991985038
920	0.03983800422
921	0.03978296425
922	0.03972864048
923	0.03966750127
924	0.03959991727
925	0.03954127821
926	0.03947442303
927	0.03940508703
928	0.03935167968
929	0.03928521036
930	0.03923167477
931	0.03917415663
932	0.0391172237
933	0.03904939644
934	0.03898806001
935	0.03892264806
936	0.03886541527
937	0.03880053082
938	0.03874835667
939	0.03869619884
940	0.03864479159
941	0.03858095549
942	0.03851723538
943	0.03845180173
944	0.03838843013
945	0.03833754669
946	0.03828136601
947	0.03823108406
948	0.03818035781
949	0.03811566628
950	0.03806602854
951	0.03801160783
952	0.03794921862
953	0.03788808474
954	0.03782452517
955	0.03777529436
956	0.03771168056
957	0.03765054169
958	0.03759633358
959	0.03754280249
960	0.03748957922
961	0.03743671572
962	0.03738472975
963	0.03732404753
964	0.03726384932
965	0.03720983989
966	0.03715068183
967	0.03709797148
968	0.03705038434
969	0.03699863738
970	0.03694912151
971	0.03689021478
972	0.03683177962
973	0.03677881545
974	0.03672816127
975	0.03667951187
976	0.03662137385
977	0.03656366816
978	0.03650642764
979	0.03645944433
980	0.03641272263
981	0.03636711202
982	0.03630908923
983	0.03624930051
984	0.03620177612
985	0.03614300472
986	0.03609309515
987	0.03604647759
988	0.03599005355
989	0.03594198605
990	0.03588346788
991	0.03582779412
992	0.03578037302
993	0.03572225778
994	0.03567704995
995	0.0356203041
996	0.03556276138
997	0.0355145624
998	0.03544560586
999	0.03538877605
